"['ETH Crosses $1,900 For the First Time Since August']","['ETH rallies ahead of major network upgrades By: Owen Fernau ETH has crossed the $1,900 price point for the first time in nearly eight months as traders continue to price in the Shanghai and Capella upgrades, which will allow ETH stakers to begin to withdraw their tokens for the first time. ETH is up 2% on Wednesday, rising as high as $1,922, while Bitcoin and the U.S. stock market were down by less than 1%. ETH Price. Source: The Defiant Terminal There’s an ongoing debate about whether the Shanghai and Capella upgrades are bullish or not for ETH. Because starting next week, the Ethereum protocol will process 2,200 ETH in withdrawals each day. On one hand, that’s $4.2M worth of ETH a day becoming eligible for sale. On the other hand, the success of two major upgrades would mark another significant milestone on Ethereum’s roadmap, solidifying the blockchain’s status as a well-functioning technology. If the week’s price action is any indicator, traders and investors are betting on successful Shanghai and Capella upgrades next week. Regarding ETH’s relative outperformance of BTC, concerns about the banking sector, fueled by the failures of Silicon Valley and Signature Bank, may be subsiding. BTC hit a ninth-month high of its own less than three weeks ago as the asset’s value proposition as a hedge against failings of the traditional financial system became clear. That appeal may have cooled, leaving ETH to outperform. The ETH/BTC ratio is up to 0.068, the highest in three weeks, while the amount of market share the world’s largest cryptocurrency has relative to other digital assets, also known as bitcoin dominance, has trended down in the last week to 46.9%. That has dampened this year’s trend, as bitcoin dominance had jumped to as high as 47.8% from a low of 41.0% in early January, according to TradingView. ETH/BTC Ratio. Source: TradingView In addition to BTC and BNB, the token for the Binance-produced blockchain, ETH outperformed benchmark indexes for the U.S. stock market like the S&P 500 and Nasdaq 100, according to The Defiant Terminal. ETH, BTC, BNB, SPY, and QQQ on the week. Source: The Defiant Terminal Outside of BTC and ETH, which account for roughly 63% of the total market capitalization of digital assets, DOGE has performed well on the week — the token which began as a meme has gained 24.4% in the past seven days, largely on the back of a move by Twitter to temporarily change the social media network’s logo to that of a Shiba Inu, the mascot for DOGE. The only token which has performed better than DOGE in the past seven days among the top 100 digital assets is KAS, the native asset to a blockchain called Kaspa. KAS in the week’s top gainer despite a selloff of over 17% today. The ARB token, which users of Arbitrum, the scaling solution for Ethereum received almost two weeks ago, has largely stabilized at a price of $1.24 as Wednesday after dipping as low as $1.13 and as high as $1.53 since its debut — trading volume for the token remains elevated at $587M in the past 24 hours, according to CoinGecko. That places ARB among the top ten digital assets in terms of volume in the past day. Looking forward, the next FOMC meeting when the target interest rate will be decided is scheduled for May 3. The Chicago Mercantile Exchange’s often-cited FedWatch Tool, which predicts interest rate changes, is showing that 56.2% of traders anticipate no change to the interest on that day. Interest rate probability. Source: FedWatch Were rates to remain at current levels of between 4.75% and 5%, that would be the first time since January 2022, that the Federal Reserve did not raise rates. ']"
Title,Summary
['Crypto Markets Rally on Bets Fed Will Slow Pace of Rate Hikes'],"['The Fed Will Likely Opt for a small Interest Rate Hike – If It Hikes At All, That Is By: Aleksandar Gilbert Crypto and stocks rallied Friday after the publication of data that show inflation in the U.S. cooling in February. Bitcoin and Ether are up just over 2% after U.S. inflation rose at a slower rate than expected, signaling the Federal Reserve may cool the pace of interest rate hikes. Crypto rises at the prospect that the Fed may slow its rate hikes. Lower rates make borrowing cheaper, which in turn means there will be more capital available to buy risk assets. Digital assets have rebounded this year from the worst bear market since 2019 in part as speculation grows that the U.S.’s fight against inflation with hawkish monetary policy is finally paying off. The Commerce Department on Friday said the personal consumption expenditures price index, stripped of volatile food and energy prices, had increased three-tenths of a percent month-over-month, and 4.6% year-over-year. That measure tracks the “broadest set of goods and services,” according to the San Francisco branch of the Federal Reserve, and is often called the Fed’s preferred inflation gauge. According to crypto investment firm GCR, the core PCE price index figures were better than expected. And they show inflation in the U.S. cooling since January, when they rose six-tenths of a percent month-over-month, and 4.7% year-over-year. Along with a banking crisis triggered by the Federal Reserve’s aggressive interest rate hikes, the data have cemented investor predictions that the Fed will opt for a small increase at its next meeting on May 2, if it chooses to raise interest rates at all. A week ago, just after the emergency acquisition of Credit Suisse by its rival UBS, and only a week after the collapse of Silicon Valley, Silvergate and Signature banks, investors were betting the Fed would keep interest rates flat at its May 2 meeting, according to the CME FedWatch tool. But fears of a widespread banking crisis have eased somewhat, and the odds of a slim interest rate hike spiked at the beginning of the week. That belief hardened Friday after the release of inflation data. Investors now believe the odds of no hike or a 25 basis point hike are roughly even. Even odds for no hike and 25 bps increase. Source: FedWatch. Stocks jumped Friday, with the S&P 500 and the Nasdaq rallying about 1.3% and 1.6%, respectively. In crypto markets, big winners Friday include liquid staking protocol Lido, along with Ethereum competitors Cardano and Fantom, each of which grew more than 6% day-over-day. Meanwhile, Binance’s BNB token was flat. Investors fled the token Monday after the Commodity Futures Trading Commission sued Binance for allegedly allowing Americans on its international platform. Declines in Binance TVL and token barely outpacing broader crypto market. ']"
Title,Summary
['Market Shrugs Off CFTC Lawsuit Against Binance'],"['Declines in Binance TVL and token barely outpacing broader crypto market. By: Aleksandar Gilbert A U.S. regulator took aim at the biggest target in crypto Monday. Investors don’t seem to care. The value of crypto locked in the Binance-built BNB blockchain has dropped 2.7%, while BNB, the token that powers that blockchain, has declined 4.3% since news broke on Monday that the Commodity Futures Trading Commission had sued Binance, its founder and a former executive. Those declines just barely outpaced a broader drop in crypto markets. The lack of market reaction shows traders are betting the CFTC’s actions won’t disrupt Binance’s operations. The lawsuit against crypto’s largest exchange is the latest in a series of regulatory actions that have prompted speculation U.S. regulators are lawmakers are carrying out a coordinated effort against the cryptocurrency industry. Meanwhile, outflows from Binance’s centralized exchange have been muted too. Users withdrew about $1.2B from the exchange on Monday. While substantial, that figure has been topped on two separate occasions this month alone, and is less than 2% of the exchange’s holdings, per Defi Llama. Binance Inflos and OUtflows Source: DeFi Llama Binance has made little effort to screen customers during their account sign-up process, allowing criminals and Americans to trade on its platform, according to the CFTC lawsuit. In a statement, Zhao denied the charges. And analysts are confident Binance will survive the CFTC lawsuit. “Much ado about nothing,” Jeff Dorman, the chief investment officer at crypto investment firm Arca, wrote on Twitter. “Irrelevant for Binance or overall market … They didn’t lose customer money nor get accused of meaningful illicit transactions.” But some attorneys flagged allegations within the complaint that could become fodder for a criminal investigation led by the Department of Justice. Details in the lawsuit suggest Binance suspected its platform had been used by criminals and entities subject to U.S. sanctions. “The CFTC actually has a fairly narrowly tailored complaint IMO and isn’t really seeking to establish new law,” Collins Belton, managing partner at Brookwood P.C., wrote. “But, like I said, I would be…very surprised if the DOJ isn’t closely behind given these AML/sanctions allegations, so, steel yourselves.” In a 74-page complaint, the Commodity Futures Trading Commission said it was suing Zhao, three of the myriad entities “that operate the Binance platform,” and a former Binance executive. Among other things, the CFTC is seeking to fine Binance; permanently ban the company and its employees from trading commodities in the US; and claw back money Binance made from customers based in the U.S. “The defendants’ own emails and chats reflect that Binance’s compliance efforts have been a sham and Binance deliberately chose – over and over – to place profits over following the law,” Gretchen Lowe, the CFTC’s chief counsel, said in a prepared statement.Prominent crypto attorney Gabriel Shapiro called the CFTC’s proposed penalties “aggressive and potentially destructive,” but acknowledged there was no guarantee a court would grant those penalties if Binance were found guilty. ']"
Title,Summary
['Markets Trade Lower After 0.25% Rate Hike'],"['Bitcoin and Ether Drop 4% By: Owen Fernau The US Federal Reserve has hiked its benchmark interest rate by 25 basis points in a widely expected decision. Markets turned lower after Fed chair Jerome Powell said that central bank officials “don’t see rate cuts this year,” in a press conference following the release. Bitcoin, which hit a nine-month high in March, is down over 4% in the past hour, while Ether, the second-largest digital asset, is down 3%. Most major tokens are down, with Ripple (XRP), Cosmos (ATOM) and GMX down over 5%. The overall value of the crypto market has dropped by 3% to $1.19T in the past 24 hours, according to CoinGecko. The broader equity markets appear to have taken the Fed’s move in their stride — the S&P 500 rallied initially but is now trading flat on the day. This Fed decision was one of the most anticipated in recent memory. Two of the three largest bank failures in US history took place in March 2023. The banks’ bond portfolios witnessed a significant decline, which played a key role in their failures. These losses came about as a result of the Federal Reserve’s aggressive rate hikes, which started in March 2022 and have continued at each of the eight following meetings, including the most recent one today. Despite the Fed’s efforts, however, inflation is still running hot in the United States. The latest Consumer Price Index for February placed year-over-year inflation at 6%. The Fed acknowledges this. “Inflation remains elevated,” it said in the press release announcing the decision. While prices are down, open interest on Bitcoin, which is the total value of options for an asset, is up in a big way — Deribit, the leading options platform accounting for 90% of BTC open interest, shows a major spike to over 400,000 contracts betting on the price of the world’s most valuable digital asset. That’s a record for the platform, according to its data dashboard. In a conversation with The Defiant, Luuk Strijers, the chief commercial officer of Deribit, pinned the surge in interest in options primarily on a potential banking crisis. “This time, the core value of Bitcoin is showcasing what it’s meant to do, and that’s this peak,” he said. Around 90% of Deribit’s customers are institutional traders, Strijers said, which suggests that the recent surge hasn’t been driven by retail trading. To shore up the banking system, the central bank has also introduced a new lending facility called the Bank Term Funding Program (BTFP). The program allows banks and other financial institutions to borrow against bonds like U.S. Treasuries at face value. The idea is that BTFP will allow banks to monetize their now-devalued securities without having to sell them, making the institutions more able to meet depositors’ withdrawals. The jury is out on whether the program is simply quantitative easing by another name, or whether it won’t have the inflationary impact that quantitative easing is generally accepted to have. Going into the meeting, the Chicago Mercantile Exchange’s FedWatch tool placed the probability of a 25 basis point hike at 86.4%. Looking forward to the Fed’s next meeting in May, investors expect a 50% chance of another 25 basis point hike. May Target Rate Probabilities ']"
Title,Summary
"['Bitcoin Hits 9-Month High Above $27,500']","['Largest Cryptocurrency Continues To Outperform As Dominance Rises Above 45% By: Aleksandar Gilbert As crypto markets surge Friday — their fourth daily rally this week — Bitcoin continues to outperform and briefly topped $27,500 for the first time since June 2022. Heading into the weekend, Bitcoin is up nearly 10% since yesterday and more than 35% over the past seven days, according to data from CoinGecko. Meanwhile, Ether has rallied 27% over the past week and is trading above $1,800 for the first time since September 2022. Bitcoin’s share of the crypto economy is also at a six-month high, accounting for 46% of the industry’s global market capitalization. In September and again in November, that measure, commonly called “Bitcoin dominance,” flirted with a calendar-year low, briefly dropping below 40%. Bitcoin Dominance. Source: TradingView Just after 3 p.m. New York time, only seven tokens with a market capitalization above $500M have posted gains relative to Bitcoin in the preceding 24 hours, according to data from CoinMarketCap. Since the initial coin offering boom in 2017 minted a new class of blue-chip crypto tokens, Bitcoin dominance has been considered a flight to safety within the crypto economy. Bitcoin dominance spiked this week as a crisis that felled three US banks spread to Europe, causing shares of Credit Suisse to plummet. Investors “sought refuge in BTC and ETH,” according to research from TradingView, “demonstrating a similar self-custody response pattern to the FTX collapse.” “On a USD basis, the last month saw over $1.8B in combined BTC and ETH value flow out of exchanges,” TradingView noted, “reflecting a remarkable appreciation for self-custody of trustless assets.” Banking concerns have also led investors to believe the Federal Reserve will moderate its rapid pace of interest-rate hikes, which have battered high-risk, high-reward assets over the past year. Bitcoin and Ether Approach $26K, $1,800 ']"
Title,Summary
